Date,IZ3332
2005-12-01,100.00
2006-01-01,100.00
2006-02-01,100.60
2006-03-01,100.50
2006-04-01,100.70
2006-05-01,101.70
2006-06-01,102.70
2006-07-01,102.20
2006-08-01,102.20
2006-09-01,102.30
2006-10-01,102.90
2006-11-01,102.80
2006-12-01,103.40
2007-01-01,104.70
2007-02-01,103.70
2007-03-01,104.10
2007-04-01,104.60
2007-05-01,104.60
2007-06-01,104.90
2007-07-01,104.80
2007-08-01,105.70
2007-09-01,106.30
2007-10-01,107.40
2007-11-01,108.30
2007-12-01,108.90
2008-01-01,108.90
2008-02-01,110.80
2008-03-01,112.10
2008-04-01,115.90
2008-05-01,117.10
2008-06-01,117.00
2008-07-01,117.30
2008-08-01,117.90
2008-09-01,117.40
2008-10-01,116.90
2008-11-01,114.50
2008-12-01,115.60
2009-01-01,116.10
2009-02-01,115.60
2009-03-01,116.70
2009-04-01,116.80
2009-05-01,117.20
2009-06-01,118.10
2009-07-01,118.90
2009-08-01,119.50
2009-09-01,119.90
2009-10-01,121.30
2009-11-01,121.70
2009-12-01,122.20
2010-01-01,122.10
2010-02-01,121.90
2010-03-01,121.20
2010-04-01,121.10
2010-05-01,121.30
2010-06-01,120.40
2010-07-01,120.40
2010-08-01,121.20
2010-09-01,121.30
2010-10-01,123.60
2010-11-01,124.60
2010-12-01,124.40
2011-01-01,124.30
2011-02-01,124.80
2011-03-01,126.10
2011-04-01,126.60
2011-05-01,127.50
2011-06-01,127.90
2011-07-01,128.70
2011-08-01,129.20
2011-09-01,129.90
2011-10-01,129.20
2011-11-01,129.20
2011-12-01,128.90
2012-01-01,128.10
2012-02-01,127.80
2012-03-01,128.40
2012-04-01,128.40
2012-05-01,128.20
2012-06-01,127.30
2012-07-01,126.80
2012-08-01,126.40
2012-09-01,129.50
2012-10-01,129.80
2012-11-01,130.70
2012-12-01,131.10
2013-01-01,132.50
2013-02-01,132.60
2013-03-01,131.90
2013-04-01,130.30
2013-05-01,130.30
2013-06-01,130.10
2013-07-01,130.20
2013-08-01,130.00
2013-09-01,130.50
2013-10-01,130.70
2013-11-01,131.20
2013-12-01,130.80
2014-01-01,131.20
2014-02-01,131.00
2014-03-01,131.20
2014-04-01,131.40
2014-05-01,131.80
2014-06-01,131.80
2014-07-01,130.30
2014-08-01,129.70
2014-09-01,129.60
2014-10-01,127.70
2014-11-01,127.60
2014-12-01,127.00
2015-01-01,125.70
2015-02-01,124.00
2015-03-01,123.40
2015-04-01,120.80
2015-05-01,122.00
2015-06-01,121.50
2015-07-01,122.40
2015-08-01,123.30
2015-09-01,124.40
2015-10-01,124.90
2015-11-01,126.00
2015-12-01,124.60
2016-01-01,124.00
2016-02-01,123.70
2016-03-01,122.60
2016-04-01,123.80
2016-05-01,123.50
2016-06-01,122.30
2016-07-01,122.40
2016-08-01,123.20
2016-09-01,124.60
2016-10-01,123.60
2016-11-01,123.10
2016-12-01,121.90
2017-01-01,120.80
2017-02-01,121.40
2017-03-01,122.50
2017-04-01,123.00
2017-05-01,122.80
2017-06-01,123.70
2017-07-01,124.20
2017-08-01,124.90
2017-09-01,125.70
2017-10-01,126.30
2017-11-01,125.40
2017-12-01,125.20
2018-01-01,125.30
2018-02-01,127.40
2018-03-01,128.00
2018-04-01,128.10
2018-05-01,128.00
