Date,IY3362
2013-12-01,100.00
2014-01-01,100.30
2014-02-01,100.30
2014-03-01,100.60
2014-04-01,99.30
2014-05-01,99.10
2014-06-01,99.00
2014-07-01,99.10
2014-08-01,99.10
2014-09-01,99.10
2014-10-01,99.20
2014-11-01,99.20
2014-12-01,99.10
2015-01-01,99.20
2015-02-01,99.20
2015-03-01,99.20
2015-04-01,99.60
2015-05-01,99.60
2015-06-01,99.60
2015-07-01,99.80
2015-08-01,99.90
2015-09-01,99.90
2015-10-01,100.10
2015-11-01,100.10
2015-12-01,100.50
2016-01-01,100.40
2016-02-01,100.40
2016-03-01,100.40
2016-04-01,100.20
2016-05-01,100.20
2016-06-01,100.20
2016-07-01,100.30
2016-08-01,100.30
2016-09-01,100.30
2016-10-01,100.30
2016-11-01,100.30
2016-12-01,100.30
2017-01-01,100.40
2017-02-01,100.70
2017-03-01,100.80
2017-04-01,100.90
2017-05-01,100.70
2017-06-01,100.80
2017-07-01,100.70
2017-08-01,100.50
2017-09-01,100.40
2017-10-01,100.30
2017-11-01,100.10
2017-12-01,99.50
2018-01-01,99.50
2018-02-01,99.50
2018-03-01,99.80
2018-04-01,99.80
2018-05-01,99.80
