Date,IZ33391
2013-12-01,100.00
2014-01-01,99.90
2014-02-01,100.10
2014-03-01,100.10
2014-04-01,100.30
2014-05-01,100.50
2014-06-01,100.90
2014-07-01,100.00
2014-08-01,100.30
2014-09-01,99.70
2014-10-01,99.50
2014-11-01,99.60
2014-12-01,99.60
2015-01-01,99.30
2015-02-01,99.10
2015-03-01,99.00
2015-04-01,99.70
2015-05-01,99.70
2015-06-01,100.00
2015-07-01,99.00
2015-08-01,98.80
2015-09-01,99.50
2015-10-01,98.90
2015-11-01,98.50
2015-12-01,97.70
2016-01-01,97.40
2016-02-01,95.80
2016-03-01,95.40
2016-04-01,95.70
2016-05-01,95.90
2016-06-01,95.80
2016-07-01,96.30
2016-08-01,96.30
2016-09-01,96.20
2016-10-01,95.60
2016-11-01,94.90
2016-12-01,95.30
2017-01-01,95.60
2017-02-01,95.50
2017-03-01,95.30
2017-04-01,94.80
2017-05-01,94.80
2017-06-01,94.80
2017-07-01,94.90
2017-08-01,95.20
2017-09-01,95.70
2017-10-01,95.90
2017-11-01,96.00
2017-12-01,96.10
2018-01-01,96.70
2018-02-01,96.90
2018-03-01,97.00
2018-04-01,97.80
2018-05-01,97.70
